record_id	doi	journal	publication_date	primary_stratum	post_publication_status	request_class	concern_codes	concern_ontology_version	canonical_concern_families	governing_criterion	decisive_concern	author_action	closure_evidence	closure_status	author_response_strategy	review_locator	response_locator	portable_skill_rule	review_file_url	review_file_sha256
TPR011	10.1038/s41551-025-01421-9	Nature Biomedical Engineering	2025-06-16	digital-pathology	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	IMAGE_QUALITY_REALISM;EXTERNAL_VALIDATION;COMPARATOR_FAIRNESS;CLINICAL_WORKFLOW_UTILITY;FAILURE_ANALYSIS	1.0.0	EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION;CLINICAL_ETHICS_FEASIBILITY	Generalization and utility claims must match an explicitly shifted independent validation setting and expose robustness and failure boundaries.	Reviewer 1 questioned whether a detector trained on artificial early-stopping failures would recognize clinically plausible failures from a well-trained but overfitted virtual-staining model.	The authors tested AQuA on a well-trained overfitted virtual-staining model whose failure pattern was unseen during AQuA training and reported successful discrimination of its failed images.	Documented same-issue repair: The authors tested AQuA on a well-trained overfitted virtual-staining model whose failure pattern was unseen during AQuA training and reported successful discrimination of its failed images.	experiment-or-analysis-added	unseen_failure_generator_test|distribution_shift_analysis	reviewer report p.2, Reviewer 1 comment 1	author response p.16, Reviewer 1 comment 1	A hallucination detector must be challenged with failure generators it did not see during training; variation within the same artificial failure recipe is not enough.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41551-025-01421-9/MediaObjects/41551_2025_1421_MOESM3_ESM.pdf	55f0817c21d4fe17b511115825de99062398d20911625636f1f52b3127317b9c
TPR012	10.1038/s41551-025-01456-y	Nature Biomedical Engineering	2025-07-14	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	COMPARATOR_FAIRNESS;EXTERNAL_VALIDATION;IMAGE_QUALITY_REALISM;LABEL_REFERENCE_STANDARD;FAILURE_ANALYSIS	1.0.0	COMPARATOR_CONTROL_ABLATION;EXTERNAL_VALIDATION_ROBUSTNESS;COHORT_LABEL_UNIT_LEAKAGE	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	The reviewer noted that PIXEL had not been tested on chest radiographs containing multiple concurrent pathologies, a common clinical setting.	The authors added paired-disease prompts and mixed-pathology localization tests, then removed implausible examples after radiologist feedback and retained pathology-specific limitations.	Documented same-issue repair: The authors added paired-disease prompts and mixed-pathology localization tests, then removed implausible examples after radiologist feedback and retained pathology-specific limitations.	experiment-or-analysis-added	concurrent_pathology_test|failure_example_curation	reviewer report p.2, Reviewer 1 comment 1	author response pp.13-15, Reviewer 1 question 1; p.47, follow-up question 2	A localization generator evaluated only on single abnormalities cannot support mixed-pathology use; test concurrent findings and retain pathology-specific failure boundaries.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41551-025-01456-y/MediaObjects/41551_2025_1456_MOESM3_ESM.pdf	fc756abb820d4662c78d83155f1f713923fd1f28c78e3e84920398000ef5df59
TPR013	10.1038/s41551-025-01468-8	Nature Biomedical Engineering	2025-08-11	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	ETHICS_PRIVACY;ROBUSTNESS_OOD;COMPARATOR_FAIRNESS;IMAGE_QUALITY_REALISM;ABLATION_COMPONENT	1.0.0	CLINICAL_ETHICS_FEASIBILITY;EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION	The claimed use must be tested at its intended decision point with workflow, burden, risk, privacy and feasibility boundaries visible.	The reviewer argued that apparent memorization might be driven by small 3D training sets and requested a training-size stress test.	The authors trained fastMRI 3D latent-diffusion models with 1,000, 2,000 and 5,000 training samples under fixed-epoch and fixed-iteration scenarios and reported how memorization and copying changed.	Documented same-issue repair: The authors trained fastMRI 3D latent-diffusion models with 1,000, 2,000 and 5,000 training samples under fixed-epoch and fixed-iteration scenarios and reported how memorization and copying changed.	experiment-or-analysis-added	training_size_stress_test|exposure_controlled_analysis	reviewer comment reproduced in author response p.8, R1.1	author response p.8, R1.1	A generative-model privacy conclusion needs a training-size sensitivity analysis that distinguishes number of samples from number of optimization exposures.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41551-025-01468-8/MediaObjects/41551_2025_1468_MOESM3_ESM.pdf	9a5d88c2c1c7f936bf15a209c237fe4d1da61e8c757a4626dacf10e5179cc47a
TPR014	10.1038/s41551-025-01578-3	Nature Biomedical Engineering	2026-01-15	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	CLINICAL_WORKFLOW_UTILITY;ABLATION_COMPONENT;ROBUSTNESS_OOD;FAILURE_ANALYSIS;REPRODUCIBILITY_OPENNESS	1.0.0	CLINICAL_ETHICS_FEASIBILITY;COMPARATOR_CONTROL_ABLATION;EXTERNAL_VALIDATION_ROBUSTNESS;REPRODUCIBILITY_OPENNESS	The claimed use must be tested at its intended decision point with workflow, burden, risk, privacy and feasibility boundaries visible.	The reviewer said that the private training videos and audio made Sonomate reproducibility impossible to assess.	The authors stated that PULSE governance prevented release, cited the acquisition protocol, and evaluated Sonomate on an independent public maternal–fetal ultrasound dataset from another institution.	Documented same-issue repair: The authors stated that PULSE governance prevented release, cited the acquisition protocol, and evaluated Sonomate on an independent public maternal–fetal ultrasound dataset from another institution.	declined-with-explicit-boundary	data_governance_boundary|public_surrogate_evaluation	reviewer report p.2, reproducibility comment	author response pp.18-19, R1.4	When training data cannot be shared, identify who controls release and why, then provide sufficient acquisition detail and an independently accessible evaluation dataset.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41551-025-01578-3/MediaObjects/41551_2025_1578_MOESM2_ESM.pdf	86002c6475d06668b25e555c7a28ae5b39332ccb0581c07bf0781cd47105a650
TPR015	10.1038/s41551-025-01599-y	Nature Biomedical Engineering	2026-02-12	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	reviewer-preference	COMPARATOR_FAIRNESS;EXTERNAL_VALIDATION;ABLATION_COMPONENT;LABEL_REFERENCE_STANDARD;REPRODUCIBILITY_OPENNESS	1.0.0	COMPARATOR_CONTROL_ABLATION;EXTERNAL_VALIDATION_ROBUSTNESS;COHORT_LABEL_UNIT_LEAKAGE;REPRODUCIBILITY_OPENNESS	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	Reviewer 1 strongly encouraged comparison with a more recent 3D CT model such as MedSyn because CT-Net alone was outdated.	The authors explained the public-data and implementation barriers to a direct MedSyn reproduction, contacted the MedSyn team, and added evaluation on its private UPMC test set as the closest feasible external comparison.	Documented same-issue repair: The authors explained the public-data and implementation barriers to a direct MedSyn reproduction, contacted the MedSyn team, and added evaluation on its private UPMC test set as the closest feasible external comparison.	evidence-based-pushback	comparator_feasibility_disclosure|collaborative_external_evaluation	reviewer report p.2, Reviewer 1 comparator suggestion	author response pp.7-8, Reviewer 1 comment 1	Do not silently omit or fabricate a requested comparator: disclose missing checkpoints or data and negotiate the closest fair evaluation that preserves the comparison boundary.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41551-025-01599-y/MediaObjects/41551_2025_1599_MOESM3_ESM.pdf	4e9e452d74d5d47741b4e84151f9b8a7cc1c4cac7387d795841fba6690f9814a
TPR016	10.1038/s41551-025-01608-0	Nature Biomedical Engineering	2026-02-06	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	DATA_LEAKAGE_SPLIT;CLAIM_CALIBRATION;SUBGROUP_FAIRNESS;ROBUSTNESS_OOD;REPRODUCIBILITY_OPENNESS	1.0.0	COHORT_LABEL_UNIT_LEAKAGE;CONTRIBUTION_CLAIM_CALIBRATION;STATISTICAL_INFERENCE_CONFOUNDING;EXTERNAL_VALIDATION_ROBUSTNESS;REPRODUCIBILITY_OPENNESS	The claimed effect must use valid labels and the correct independent unit, with cohort provenance and leakage-safe separation exposed.	The reviewer questioned calling a frozen temporal holdout study prospective when predictions were generated offline rather than used as patients were encountered.	The authors explained that the data were prospectively acquired but evaluated offline in temporal order, and removed the prospective descriptor to avoid implying online clinical use.	Documented same-issue repair: The authors explained that the data were prospectively acquired but evaluated offline in temporal order, and removed the prospective descriptor to avoid implying online clinical use.	text-or-claim-revised	study_design_renaming|temporal_holdout_clarification	reviewer comment reproduced in author response p.4, study-design comment	author response p.4, same study-design comment	Prospectively acquired data do not make an offline temporal holdout a prospective clinical evaluation; name the design from the prediction and decision workflow.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41551-025-01608-0/MediaObjects/41551_2025_1608_MOESM3_ESM.pdf	b5451123dfadc14e04211bd5f8c9b26724bb1ea99c3b50b39ef19123de971a45
TPR017	10.1038/s41551-026-01637-3	Nature Biomedical Engineering	2026-03-25	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	NOVELTY_CONTRIBUTION;EXTERNAL_VALIDATION;LABEL_REFERENCE_STANDARD;SUBGROUP_FAIRNESS;CLAIM_CALIBRATION;REPRODUCIBILITY_OPENNESS	1.0.0	CONTRIBUTION_CLAIM_CALIBRATION;EXTERNAL_VALIDATION_ROBUSTNESS;COHORT_LABEL_UNIT_LEAKAGE;STATISTICAL_INFERENCE_CONFOUNDING;REPRODUCIBILITY_OPENNESS	The stated contribution and every material claim must remain a defensible delta within the actual design, evidence, uncertainty and validated scope.	Reviewer 2 said that repeated claims that the model understands cardiovascular disease overstated a system that learns statistical associations.	The authors replaced understanding terminology with representing or contextualizing cardiovascular disease wherever applicable.	Documented same-issue repair: The authors replaced understanding terminology with representing or contextualizing cardiovascular disease wherever applicable.	text-or-claim-revised	anthropomorphic_claim_removal|mechanistic_scope_correction	reviewer report p.4, Reviewer 2 comment 11	author response p.34, Reviewer 2 comment 11	Do not describe an imaging model as understanding disease unless an operational test supports that construct; use representation or association language.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41551-026-01637-3/MediaObjects/41551_2026_1637_MOESM3_ESM.pdf	06dc7503668b2b18df07264fef8160804f781ed7eae16e8a70d60912ec85ba06
TPR018	10.1038/s41551-026-01740-5	Nature Biomedical Engineering	2026-07-13	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	EXTERNAL_VALIDATION;COMPARATOR_FAIRNESS;ROBUSTNESS_OOD;CLAIM_CALIBRATION;REPORTING_CLARITY	1.0.0	EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION;CONTRIBUTION_CLAIM_CALIBRATION	Generalization and utility claims must match an explicitly shifted independent validation setting and expose robustness and failure boundaries.	The reviewer identified the manuscript's description of BME-X as wrong or misleading because BME-X had evaluated downstream segmentation, registration and diagnosis.	The authors acknowledged the wording was misleading and revised the Introduction to describe BME-X as an enhancement model that had also been evaluated on downstream segmentation, registration and diagnosis.	Documented same-issue repair: The authors acknowledged the wording was misleading and revised the Introduction to describe BME-X as an enhancement model that had also been evaluated on downstream segmentation, registration and diagnosis.	text-or-claim-revised	comparator_scope_correction|neutral_positioning	reviewer report p.2, BME-X characterization comment	author response pp.14-15, same BME-X comment	Characterize a comparator from its published objectives and evaluations; a positioning argument cannot erase downstream tasks that the comparator actually tested.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41551-026-01740-5/MediaObjects/41551_2026_1740_MOESM3_ESM.pdf	9559d0d6d8f86acc2e3223c603ac24b11c198bdb7ca29c3a20e38e0ccf6b71d1
TPR019	10.1038/s41551-026-01741-4	Nature Biomedical Engineering	2026-07-22	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	COMPARATOR_FAIRNESS;INTERPRETABILITY_MECHANISM;LABEL_REFERENCE_STANDARD;DATA_LEAKAGE_SPLIT;CLINICAL_WORKFLOW_UTILITY;STATISTICAL_INFERENCE	1.0.0	COMPARATOR_CONTROL_ABLATION;INTERPRETABILITY_ALTERNATIVES;COHORT_LABEL_UNIT_LEAKAGE;CLINICAL_ETHICS_FEASIBILITY;STATISTICAL_INFERENCE_CONFOUNDING	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	The reviewer asked for calibration results because AUROC alone did not show whether CLEAR's predicted probabilities were reliable.	The authors added expected calibration error and Brier scores for linear probing, concept-bottleneck models and zero-shot classification, including external datasets and repeated-seed uncertainty where applicable.	Documented same-issue repair: The authors added expected calibration error and Brier scores for linear probing, concept-bottleneck models and zero-shot classification, including external datasets and repeated-seed uncertainty where applicable.	experiment-or-analysis-added	multi_setting_calibration_analysis|proper_scoring_reporting	reviewer report p.2, Reviewer 1 major technical comment 2	author response pp.10-12, Reviewer 1 major technical comment 2	Interpretability does not replace calibration; report probability reliability separately for every prediction setting in which scores are used.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41551-026-01741-4/MediaObjects/41551_2026_1741_MOESM3_ESM.pdf	752866dd5ea05108d6ad674609c822d89243af40e1be51786f468b6a5a01b999
TPR020	10.1038/s41592-025-02707-1	Nature Methods	2025-05-29	imaging-mechanism	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	MULTISCALE_ALIGNMENT;COMPARATOR_FAIRNESS;ROBUSTNESS_OOD;ABLATION_COMPONENT;REPRODUCIBILITY_OPENNESS	1.0.0	MULTIOMICS_ALIGNMENT_ANNOTATION;COMPARATOR_CONTROL_ABLATION;EXTERNAL_VALIDATION_ROBUSTNESS;REPRODUCIBILITY_OPENNESS	Cross-modal or cell-level interpretation requires traceable matched units, defensible annotation or alignment, and evidence for the claimed bridge.	Reviewer 1 asked whether OmiCLIP's ranked-gene sentences were robust to the large sequencing-depth differences across spatial-transcriptomics technologies.	The authors described the standardized gene-ranking pipeline and downsampled high-, medium- and low-depth spatial-transcriptomics data, comparing embedding similarity across depth transitions with PLIP and OpenAI CLIP baselines.	Documented same-issue repair: The authors described the standardized gene-ranking pipeline and downsampled high-, medium- and low-depth spatial-transcriptomics data, comparing embedding similarity across depth transitions with PLIP and OpenAI CLIP baselines.	experiment-or-analysis-added	sequencing_depth_stress_test|cross_modal_embedding_robustness	reviewer report p.3, Reviewer 1 major comment 2	author response pp.14-15, Reviewer 1 question 2	A visual–omics alignment claim must survive controlled library-depth perturbation; preprocessing descriptions alone do not establish depth robustness.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-025-02707-1/MediaObjects/41592_2025_2707_MOESM3_ESM.pdf	9af838c4f903d9431dccdb4e88af4a81b5987ca017424ddfdb1e90ca2c3c6f73
TPR021	10.1038/s41467-025-62042-z	Nature Communications	2025-08-01	radiomics	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	COMPARATOR_FAIRNESS;ABLATION_COMPONENT;EXTERNAL_VALIDATION	1.0.0	COMPARATOR_CONTROL_ABLATION;EXTERNAL_VALIDATION_ROBUSTNESS	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	Reviewer 1 found that the study lacked a thorough comparison with established metastasis-prediction baselines, limiting interpretation of LLNM-Net's claimed advantage.	The authors added comparisons with newer AI baselines in Supplementary Table S7 and stated that all methods used the same preprocessing and model-tuning procedures.	Documented same-issue repair: The authors added comparisons with newer AI baselines in Supplementary Table S7 and stated that all methods used the same preprocessing and model-tuning procedures.	analysis-or-evidence-added	current_baseline_benchmarking|matched_preprocessing_and_tuning	reviewer report p.1, Reviewer 1 Comment 1	author response pp.4-5, Reviewer 1 Comment 1	Before claiming superiority for a radiomic or multimodal risk model, compare it with current established baselines under matched preprocessing, tuning and evaluation metrics.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-62042-z/MediaObjects/41467_2025_62042_MOESM2_ESM.pdf	519e8db7003f32ebc78a4e5b1ba223602904e77bac9d11f997f713a024972911
TPR022	10.1038/s41467-025-58344-x	Nature Communications	2025-04-01	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	EXTERNAL_VALIDATION;LABEL_REFERENCE_STANDARD;ABLATION_COMPONENT;COMPARATOR_FAIRNESS;FAILURE_ANALYSIS	1.0.0	EXTERNAL_VALIDATION_ROBUSTNESS;COHORT_LABEL_UNIT_LEAKAGE;COMPARATOR_CONTROL_ABLATION	Generalization and utility claims must match an explicitly shifted independent validation setting and expose robustness and failure boundaries.	Reviewer 1 asked how GPT-4 processing affected the correctness and bias of radiology training data used for translation, section extraction and synthetic reports.	The authors kept primary evaluation on rule-based sections, added ablations of GPT-processed training data, and compared processed or synthetic reports with available originals using lexical, factual and error metrics.	Documented same-issue repair: The authors kept primary evaluation on rule-based sections, added ablations of GPT-processed training data, and compared processed or synthetic reports with available originals using lexical, factual and error metrics.	experiment-or-analysis-added	llm_data_provenance_audit|independent_evaluation_path	reviewer report p.1, Reviewer 1 comment 2	author response pp.8-9, R1C2	When an LLM transforms training labels or reports, keep the test reference independent of that transformation and quantify transformation errors against available originals.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-58344-x/MediaObjects/41467_2025_58344_MOESM3_ESM.pdf	abbca1ea3132800f99a617f27a68eecaa051f9402026d92c694afeca2a452605
TPR023	10.1038/s41467-025-59694-2	Nature Communications	2025-06-12	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	LABEL_REFERENCE_STANDARD;EXTERNAL_VALIDATION;ROBUSTNESS_OOD;STATISTICAL_INFERENCE;CLINICAL_WORKFLOW_UTILITY	1.0.0	COHORT_LABEL_UNIT_LEAKAGE;EXTERNAL_VALIDATION_ROBUSTNESS;STATISTICAL_INFERENCE_CONFOUNDING;CLINICAL_ETHICS_FEASIBILITY	The claimed effect must use valid labels and the correct independent unit, with cohort provenance and leakage-safe separation exposed.	The reviewer found the expertise, training and supervision used to create thoracic-aorta segmentation ground truth insufficiently specified.	The authors specified that supervised medical students produced training annotations, board-certified radiologists performed evaluation, and two radiologists independently validated all external-test segmentations and more than 1,000 diameter measurements.	Documented same-issue repair: The authors specified that supervised medical students produced training annotations, board-certified radiologists performed evaluation, and two radiologists independently validated all external-test segmentations and more than 1,000 diameter measurements.	analysis-or-evidence-added	annotation_provenance_disclosure|expert_blinded_validation	reviewer comment reproduced in author response p.10, R1.4	author response p.10, R1.4	For imaging ground truth, report who annotated, who supervised and who independently validated; a generic expert label is not reproducible provenance.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-59694-2/MediaObjects/41467_2025_59694_MOESM2_ESM.pdf	82cd7c76c8a38d321536d64594fba8538f81f3c902def280eaef7858c5fa5c2c
TPR024	10.1038/s41467-025-58798-z	Nature Communications	2025-04-17	imaging-ai	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	COMPARATOR_FAIRNESS;STATISTICAL_INFERENCE;INTERPRETABILITY_MECHANISM;EXTERNAL_VALIDATION;CLAIM_CALIBRATION	1.0.0	COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING;INTERPRETABILITY_ALTERNATIVES;EXTERNAL_VALIDATION_ROBUSTNESS;CONTRIBUTION_CLAIM_CALIBRATION	Incremental value must be separated from simpler baselines, controls and component or modality effects under matched, fair comparisons.	Reviewer 1 found no convincing evidence that MOME significantly improved on existing methods because most uncertainty intervals overlapped.	The authors pooled the two prespecified test sets for a 1,042-case comparison and added model-wise AUROC and AUPRC contrasts with 95% confidence intervals and significance results.	Documented same-issue repair: The authors pooled the two prespecified test sets for a 1,042-case comparison and added model-wise AUROC and AUPRC contrasts with 95% confidence intervals and significance results.	analysis-or-evidence-added	matched_model_contrast|uncertainty_aware_superiority_claim	reviewer report p.1, Reviewer 1 primary concern	author response p.4, Reviewer 1 primary concern	Do not infer superiority from point estimates whose uncertainty overlaps; report matched contrasts and scope the claim to the metrics and models actually separated.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-58798-z/MediaObjects/41467_2025_58798_MOESM2_ESM.pdf	e5405965057c600f9d2811d5f2be4e9d7b8766266ad1d35cd0b32c2275730fbd
TPR025	10.1038/s41467-025-57541-y	Nature Communications	2025-03-08	digital-pathology	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	LABEL_REFERENCE_STANDARD;INTERPRETABILITY_MECHANISM;MULTISCALE_ALIGNMENT;REPRODUCIBILITY_OPENNESS;CLAIM_CALIBRATION	1.0.0	COHORT_LABEL_UNIT_LEAKAGE;INTERPRETABILITY_ALTERNATIVES;MULTIOMICS_ALIGNMENT_ANNOTATION;REPRODUCIBILITY_OPENNESS;CONTRIBUTION_CLAIM_CALIBRATION	The claimed effect must use valid labels and the correct independent unit, with cohort provenance and leakage-safe separation exposed.	The reviewer requested a statistical test of whether the Barlow Twins redundancy constraint affected the number and clinical alignment of learned histomorphological clusters.	The authors retrained the model with two lower lambda values and repeated the analysis, observing fewer histomorphological clusters than with the original lambda setting.	Documented same-issue repair: The authors retrained the model with two lower lambda values and repeated the analysis, observing fewer histomorphological clusters than with the original lambda setting.	experiment-or-analysis-added	hyperparameter_sensitivity_retraining|cluster_structure_analysis	reviewer report p.1, Reviewer 1 comment 3	author response p.7, reproduced comment 4	If a representation-learning constraint is claimed to preserve biological heterogeneity, perturb that constraint and quantify how the learned phenotype structure changes.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-025-57541-y/MediaObjects/41467_2025_57541_MOESM3_ESM.pdf	088ac0b10bfafda8c062520a078428c1cd37db1f91693edc20eb0eccd585cdd0
